지점,지점명,일시,SPI6
101,춘천,2022-06-08,-1.39
101,춘천,2022-06-09,-1.23
101,춘천,2022-06-10,-1.27
101,춘천,2022-06-11,-1.28
101,춘천,2022-06-12,-1.3
101,춘천,2022-06-13,-1.28
101,춘천,2022-06-14,-1.29
101,춘천,2022-06-15,-1.05
101,춘천,2022-06-16,-.99
101,춘천,2022-06-17,-1.05
101,춘천,2022-06-18,-1.16
101,춘천,2022-06-19,-1.19
101,춘천,2022-06-20,-1.19
101,춘천,2022-06-21,-1.2
101,춘천,2022-06-22,-1.19
101,춘천,2022-06-23,.03
101,춘천,2022-06-24,.19
101,춘천,2022-06-25,.09
101,춘천,2022-06-26,0
101,춘천,2022-06-27,.06
101,춘천,2022-06-28,.08
101,춘천,2022-06-29,.4
101,춘천,2022-06-30,1.26
101,춘천,2022-07-01,1.12
101,춘천,2022-07-02,1.02
101,춘천,2022-07-03,.94
101,춘천,2022-07-04,.9
101,춘천,2022-07-05,.82
101,춘천,2022-07-06,.79
101,춘천,2022-07-07,.83
101,춘천,2022-07-08,.76
101,춘천,2022-07-09,.66
101,춘천,2022-07-10,.66
101,춘천,2022-07-11,.6
101,춘천,2022-07-12,.47
101,춘천,2022-07-13,.74
101,춘천,2022-07-14,.66
101,춘천,2022-07-15,.57
101,춘천,2022-07-16,.5
101,춘천,2022-07-17,.46
101,춘천,2022-07-18,.43
101,춘천,2022-07-19,.38
101,춘천,2022-07-20,.36
101,춘천,2022-07-21,.49
101,춘천,2022-07-22,.45
101,춘천,2022-07-23,.4
101,춘천,2022-07-24,.45
101,춘천,2022-07-25,.38
101,춘천,2022-07-26,.32
101,춘천,2022-07-27,.24
101,춘천,2022-07-28,.2
101,춘천,2022-07-29,.19
101,춘천,2022-07-30,.17
101,춘천,2022-07-31,.22
101,춘천,2022-08-01,.24
101,춘천,2022-08-02,.37
101,춘천,2022-08-03,.39
101,춘천,2022-08-04,.36
101,춘천,2022-08-05,.34
101,춘천,2022-08-06,.31
101,춘천,2022-08-07,.35
101,춘천,2022-08-08,.69
101,춘천,2022-08-09,.98
101,춘천,2022-08-10,.97
101,춘천,2022-08-11,1.02
101,춘천,2022-08-12,1
101,춘천,2022-08-13,1
101,춘천,2022-08-14,1.04
101,춘천,2022-08-15,1.12
101,춘천,2022-08-16,1.1
101,춘천,2022-08-17,1.07
101,춘천,2022-08-18,1.05
101,춘천,2022-08-19,1.1
101,춘천,2022-08-20,1.07
101,춘천,2022-08-21,1.06
101,춘천,2022-08-22,1.06
101,춘천,2022-08-23,1
101,춘천,2022-08-24,.96
101,춘천,2022-08-25,.93
101,춘천,2022-08-29,.83
101,춘천,2022-08-30,.91
101,춘천,2022-08-31,.89
101,춘천,2022-09-01,.83
101,춘천,2022-09-02,.79
101,춘천,2022-09-03,.78
101,춘천,2022-09-04,.89
101,춘천,2022-09-05,1.35
101,춘천,2022-09-07,1.47
101,춘천,2022-09-08,1.46
101,춘천,2022-09-09,1.45
101,춘천,2022-09-10,1.41
101,춘천,2022-09-11,1.36
101,춘천,2022-09-12,1.33
101,춘천,2022-09-13,1.22
101,춘천,2022-09-14,1.19
101,춘천,2022-09-15,1.18
101,춘천,2022-09-16,1.18
101,춘천,2022-09-17,1.18
101,춘천,2022-09-18,1.15
101,춘천,2022-09-19,1.11
101,춘천,2022-09-20,1.09
101,춘천,2022-09-21,1.07
101,춘천,2022-09-22,1.07
101,춘천,2022-09-23,1.08
101,춘천,2022-09-24,1.08
101,춘천,2022-09-25,1.06
101,춘천,2022-09-26,.97
101,춘천,2022-09-27,.97
101,춘천,2022-09-28,.97
101,춘천,2022-09-29,.97
101,춘천,2022-09-30,.97
101,춘천,2022-10-01,.97
101,춘천,2022-10-02,.99
101,춘천,2022-10-03,1.24
101,춘천,2022-10-04,1.28
101,춘천,2022-10-05,1.29
101,춘천,2022-10-06,1.29
101,춘천,2022-10-07,1.29
101,춘천,2022-10-08,1.3
101,춘천,2022-10-09,1.33
101,춘천,2022-10-10,1.34
101,춘천,2022-10-11,1.34
101,춘천,2022-10-12,1.35
101,춘천,2022-10-13,1.33
101,춘천,2022-10-14,1.33
101,춘천,2022-10-15,1.32
101,춘천,2022-10-16,1.32
101,춘천,2022-10-17,1.32
101,춘천,2022-10-18,1.33
101,춘천,2022-10-19,1.33
101,춘천,2022-10-20,1.34
101,춘천,2022-10-21,1.35
101,춘천,2022-10-22,1.36
101,춘천,2022-10-23,1.37
101,춘천,2022-10-24,1.37
101,춘천,2022-10-25,1.37
101,춘천,2022-10-26,1.38
101,춘천,2022-10-27,1.38
101,춘천,2022-10-28,1.38
101,춘천,2022-10-29,1.35
101,춘천,2022-10-30,1.36
101,춘천,2022-10-31,1.35
101,춘천,2022-11-01,1.35
101,춘천,2022-11-02,1.35
101,춘천,2022-11-03,1.36
101,춘천,2022-11-04,1.36
101,춘천,2022-11-05,1.35
101,춘천,2022-11-06,1.36
101,춘천,2022-11-07,1.38
101,춘천,2022-11-08,1.38
101,춘천,2022-11-09,1.39
101,춘천,2022-11-10,1.41
101,춘천,2022-11-11,1.41
101,춘천,2022-11-12,1.51
101,춘천,2022-11-14,1.51
101,춘천,2022-11-15,1.52
101,춘천,2022-11-16,1.52
101,춘천,2022-11-17,1.53
101,춘천,2022-11-18,1.56
101,춘천,2022-11-19,1.55
101,춘천,2022-11-20,1.56
101,춘천,2022-11-21,1.57
101,춘천,2022-11-22,1.58
101,춘천,2022-11-23,1.58
101,춘천,2022-11-24,1.59
101,춘천,2022-11-25,1.58
101,춘천,2022-11-26,1.58
101,춘천,2022-11-27,1.58
101,춘천,2022-11-28,1.65
101,춘천,2022-11-29,1.67
101,춘천,2022-11-30,1.68
101,춘천,2022-12-01,1.68
101,춘천,2022-12-02,1.7
101,춘천,2022-12-03,1.7
101,춘천,2022-12-04,1.7
101,춘천,2022-12-05,1.69
101,춘천,2022-12-06,1.65
101,춘천,2022-12-07,1.66
101,춘천,2022-12-08,1.67
101,춘천,2022-12-09,1.64
101,춘천,2022-12-10,1.65
101,춘천,2022-12-11,1.65
101,춘천,2022-12-12,1.67
101,춘천,2022-12-13,1.66
101,춘천,2022-12-14,1.67
101,춘천,2022-12-15,1.64
101,춘천,2022-12-16,1.63
101,춘천,2022-12-17,1.63
101,춘천,2022-12-18,1.66
101,춘천,2022-12-19,1.68
101,춘천,2022-12-20,1.69
101,춘천,2022-12-21,1.73
101,춘천,2022-12-22,1.74
101,춘천,2022-12-23,1.48
101,춘천,2022-12-24,1.44
101,춘천,2022-12-25,1.49
101,춘천,2022-12-26,1.53
101,춘천,2022-12-27,1.51
101,춘천,2022-12-28,1.5
101,춘천,2022-12-29,1.41
101,춘천,2022-12-30,1.02
101,춘천,2022-12-31,1.02
101,춘천,2023-01-01,0
101,춘천,2023-01-02,1.14
101,춘천,2023-01-03,1.18
101,춘천,2023-01-04,1.18
101,춘천,2023-01-05,1.18
101,춘천,2023-01-06,1.19
101,춘천,2023-01-07,1.19
101,춘천,2023-01-08,1.21
101,춘천,2023-01-09,1.28
101,춘천,2023-01-10,1.29
101,춘천,2023-01-11,1.35
101,춘천,2023-01-12,1.43
101,춘천,2023-01-13,1.29
101,춘천,2023-01-14,1.33
101,춘천,2023-01-15,1.45
101,춘천,2023-01-16,1.52
101,춘천,2023-01-17,1.55
101,춘천,2023-01-18,1.59
101,춘천,2023-01-19,1.63
101,춘천,2023-01-20,1.68
101,춘천,2023-01-21,1.61
101,춘천,2023-01-22,1.66
101,춘천,2023-01-23,1.62
101,춘천,2023-01-24,1.63
101,춘천,2023-01-25,1.66
101,춘천,2023-01-26,1.71
101,춘천,2023-01-27,1.75
101,춘천,2023-01-28,1.79
101,춘천,2023-01-29,1.78
101,춘천,2023-01-30,1.8
101,춘천,2023-01-31,1.77
101,춘천,2023-02-01,1.79
101,춘천,2023-02-02,1.7
101,춘천,2023-02-03,1.7
101,춘천,2023-02-04,1.75
101,춘천,2023-02-05,1.8
101,춘천,2023-02-06,1.84
101,춘천,2023-02-07,1.83
101,춘천,2023-02-08,1.51
101,춘천,2023-02-09,1.14
101,춘천,2023-02-10,1.17
101,춘천,2023-02-11,1.09
101,춘천,2023-02-12,1.13
101,춘천,2023-02-13,1.13
101,춘천,2023-02-14,1.08
101,춘천,2023-02-15,.98
101,춘천,2023-02-16,1.01
101,춘천,2023-02-17,1.03
101,춘천,2023-02-18,1.04
101,춘천,2023-02-19,.98
101,춘천,2023-02-20,1.09
101,춘천,2023-02-21,1.15
101,춘천,2023-02-22,1.15
101,춘천,2023-02-23,1.25
101,춘천,2023-02-24,1.36
101,춘천,2023-02-25,1.46
101,춘천,2023-02-26,1.48
101,춘천,2023-02-27,1.56
101,춘천,2023-02-28,1.7
101,춘천,2023-03-01,1.83
101,춘천,2023-03-02,1.9
101,춘천,2023-03-03,1.96
101,춘천,2023-03-04,1.82
101,춘천,2023-03-05,.7
101,춘천,2023-03-06,.31
101,춘천,2023-03-07,.33
101,춘천,2023-03-08,.36
101,춘천,2023-03-09,.39
101,춘천,2023-03-10,.51
101,춘천,2023-03-11,.62
101,춘천,2023-03-12,.73
101,춘천,2023-03-13,.78
101,춘천,2023-03-14,.83
101,춘천,2023-03-15,.87
101,춘천,2023-03-16,.87
101,춘천,2023-03-17,.96
101,춘천,2023-03-18,1.03
101,춘천,2023-03-19,1.09
101,춘천,2023-03-20,1.16
101,춘천,2023-03-21,1.24
101,춘천,2023-03-22,1.24
101,춘천,2023-03-23,1.2
101,춘천,2023-03-24,1.26
101,춘천,2023-03-25,1.26
101,춘천,2023-03-26,1.26
101,춘천,2023-03-27,1.28
101,춘천,2023-03-28,1.26
101,춘천,2023-03-29,1.28
101,춘천,2023-03-30,1.29
101,춘천,2023-03-31,1.26
101,춘천,2023-04-01,1.28
101,춘천,2023-04-02,1.18
101,춘천,2023-04-03,-.32
101,춘천,2023-04-04,-.52
101,춘천,2023-04-05,.11
101,춘천,2023-04-06,.11
101,춘천,2023-04-07,.09
101,춘천,2023-04-08,.09
101,춘천,2023-04-09,-.11
101,춘천,2023-04-10,-.12
101,춘천,2023-04-11,0
101,춘천,2023-04-12,-.02
101,춘천,2023-04-13,-.05
101,춘천,2023-04-14,-.07
101,춘천,2023-04-15,-.01
101,춘천,2023-04-16,0
101,춘천,2023-04-17,-.02
101,춘천,2023-04-18,.08
101,춘천,2023-04-19,.04
101,춘천,2023-04-20,.02
101,춘천,2023-04-21,0
101,춘천,2023-04-22,-.02
101,춘천,2023-04-23,-.05
101,춘천,2023-04-24,-.06
101,춘천,2023-04-25,-.05
101,춘천,2023-04-26,-.1
101,춘천,2023-04-27,-.1
101,춘천,2023-04-28,-.1
101,춘천,2023-04-29,.22
101,춘천,2023-04-30,.2
101,춘천,2023-05-01,.2
101,춘천,2023-05-02,.19
101,춘천,2023-05-03,.15
101,춘천,2023-05-04,.15
101,춘천,2023-05-05,.71
101,춘천,2023-05-06,1.04
101,춘천,2023-05-07,.96
101,춘천,2023-05-08,.98
101,춘천,2023-05-09,.96
101,춘천,2023-05-11,.91
101,춘천,2023-05-12,.39
101,춘천,2023-05-13,.27
101,춘천,2023-05-14,.24
101,춘천,2023-05-15,.23
101,춘천,2023-05-16,.18
101,춘천,2023-05-17,.16
101,춘천,2023-05-18,.1
101,춘천,2023-05-19,.09
101,춘천,2023-05-20,.08
101,춘천,2023-05-21,.07
101,춘천,2023-05-22,.05
101,춘천,2023-05-23,.05
101,춘천,2023-05-24,.03
101,춘천,2023-05-25,-.01
101,춘천,2023-05-26,-.02
101,춘천,2023-05-27,.15
101,춘천,2023-05-28,.1
101,춘천,2023-05-29,.15
101,춘천,2023-05-30,.15
101,춘천,2023-05-31,.12
101,춘천,2023-06-01,.1
101,춘천,2023-06-02,.05
101,춘천,2023-06-03,.02
101,춘천,2023-06-04,.03
101,춘천,2023-06-05,.01
101,춘천,2023-06-06,0
101,춘천,2023-06-07,-.01
101,춘천,2023-06-08,-.02
101,춘천,2023-06-09,.29
101,춘천,2023-06-10,.36
101,춘천,2023-06-11,.57
101,춘천,2023-06-12,.52
101,춘천,2023-06-13,.49
101,춘천,2023-06-14,.47
101,춘천,2023-06-15,.42
101,춘천,2023-06-16,.41
101,춘천,2023-06-17,.39
101,춘천,2023-06-18,.33
101,춘천,2023-06-19,.29
101,춘천,2023-06-20,.25
101,춘천,2023-06-21,.39
101,춘천,2023-06-22,.36
101,춘천,2023-06-23,.31
101,춘천,2023-06-24,.26
101,춘천,2023-06-25,.16
101,춘천,2023-06-26,.5
101,춘천,2023-06-27,.55
101,춘천,2023-06-28,.54
101,춘천,2023-06-29,.98
101,춘천,2023-06-30,1.1
101,춘천,2023-07-01,.97
101,춘천,2023-07-02,.87
101,춘천,2023-07-03,.79
101,춘천,2023-07-04,1.02
101,춘천,2023-07-05,1.04
101,춘천,2023-07-06,1.01
101,춘천,2023-07-07,.95
101,춘천,2023-07-08,.87
101,춘천,2023-07-09,.87
101,춘천,2023-07-10,.85
101,춘천,2023-07-11,.94
101,춘천,2023-07-12,.84
101,춘천,2023-07-13,.92
101,춘천,2023-07-14,1
101,춘천,2023-07-15,.88
101,춘천,2023-07-16,.81
101,춘천,2023-07-17,.77
101,춘천,2023-07-18,.74
101,춘천,2023-07-19,.71
101,춘천,2023-07-20,.68
101,춘천,2023-07-21,.64
101,춘천,2023-07-22,.61
101,춘천,2023-07-23,.63
101,춘천,2023-07-24,.61
101,춘천,2023-07-25,.54
101,춘천,2023-07-26,.55
101,춘천,2023-07-27,.46
101,춘천,2023-07-28,.41
101,춘천,2023-07-29,.38
101,춘천,2023-07-30,.36
101,춘천,2023-07-31,.34
101,춘천,2023-08-01,.29
101,춘천,2023-08-02,.25
101,춘천,2023-08-03,.19
101,춘천,2023-08-04,.15
101,춘천,2023-08-05,.13
101,춘천,2023-08-06,.09
101,춘천,2023-08-07,.04
101,춘천,2023-08-08,0
101,춘천,2023-08-09,-.01
101,춘천,2023-08-10,.13
101,춘천,2023-08-11,.14
101,춘천,2023-08-12,.12
101,춘천,2023-08-13,.09
101,춘천,2023-08-14,.06
101,춘천,2023-08-15,.02
101,춘천,2023-08-16,0
101,춘천,2023-08-17,-.01
101,춘천,2023-08-18,-.03
101,춘천,2023-08-19,-.06
101,춘천,2023-08-20,-.11
101,춘천,2023-08-21,-.16
101,춘천,2023-08-22,-.17
101,춘천,2023-08-23,.07
101,춘천,2023-08-24,.12
101,춘천,2023-08-25,.09
101,춘천,2023-08-26,.07
101,춘천,2023-08-27,.03
101,춘천,2023-08-28,.02
101,춘천,2023-08-29,.09
101,춘천,2023-08-30,.11
101,춘천,2023-08-31,.09
101,춘천,2023-09-01,.04
101,춘천,2023-09-02,0
101,춘천,2023-09-03,0
101,춘천,2023-09-04,-.01
101,춘천,2023-09-05,-.04
101,춘천,2023-09-06,-.05
101,춘천,2023-09-07,-.06
101,춘천,2023-09-08,-.07
101,춘천,2023-09-09,-.08
101,춘천,2023-09-10,-.11
101,춘천,2023-09-11,-.13
101,춘천,2023-09-12,-.16
101,춘천,2023-09-13,-.07
101,춘천,2023-09-14,-.08
101,춘천,2023-09-15,-.09
101,춘천,2023-09-16,-.09
101,춘천,2023-09-17,.06
101,춘천,2023-09-18,.05
101,춘천,2023-09-19,.04
101,춘천,2023-09-20,.07
101,춘천,2023-09-21,.06
101,춘천,2023-09-22,.06
101,춘천,2023-09-23,.06
101,춘천,2023-09-24,.06
101,춘천,2023-09-25,.07
101,춘천,2023-09-26,.1
101,춘천,2023-09-27,.12
101,춘천,2023-09-28,.12
101,춘천,2023-09-29,.11
101,춘천,2023-09-30,.13
101,춘천,2023-10-01,.13
101,춘천,2023-10-02,.12
101,춘천,2023-10-03,.12
101,춘천,2023-10-04,.11
101,춘천,2023-10-05,0
101,춘천,2023-10-06,0
101,춘천,2023-10-07,0
101,춘천,2023-10-08,0
101,춘천,2023-10-09,.02
101,춘천,2023-10-10,.02
101,춘천,2023-10-11,0
101,춘천,2023-10-12,0
101,춘천,2023-10-13,.01
101,춘천,2023-10-14,.02
101,춘천,2023-10-15,.01
101,춘천,2023-10-16,.01
101,춘천,2023-10-17,.01
101,춘천,2023-10-18,0
101,춘천,2023-10-19,.01
101,춘천,2023-10-20,.02
101,춘천,2023-10-21,.02
101,춘천,2023-10-22,.02
101,춘천,2023-10-24,.04
101,춘천,2023-10-25,.04
101,춘천,2023-10-26,.08
101,춘천,2023-10-27,.08
101,춘천,2023-10-28,.08
101,춘천,2023-10-29,.01
101,춘천,2023-10-30,.02
101,춘천,2023-10-31,.01
101,춘천,2023-11-01,.02
101,춘천,2023-11-02,.02
101,춘천,2023-11-03,.06
101,춘천,2023-11-04,0
101,춘천,2023-11-05,-.04
101,춘천,2023-11-06,.04
101,춘천,2023-11-07,.06
101,춘천,2023-11-08,.05
101,춘천,2023-11-09,.07
101,춘천,2023-11-10,.07
101,춘천,2023-11-11,.08
101,춘천,2023-11-12,.09
101,춘천,2023-11-13,.12
101,춘천,2023-11-14,.12
101,춘천,2023-11-15,.12
101,춘천,2023-11-16,.15
101,춘천,2023-11-17,.16
101,춘천,2023-11-18,.17
101,춘천,2023-11-19,.17
101,춘천,2023-11-20,.18
101,춘천,2023-11-21,.18
101,춘천,2023-11-22,.18
101,춘천,2023-11-23,.19
101,춘천,2023-11-24,.19
101,춘천,2023-11-25,.2
101,춘천,2023-11-26,.2
101,춘천,2023-11-27,.17
101,춘천,2023-11-28,.1
101,춘천,2023-11-29,.08
101,춘천,2023-11-30,.09
101,춘천,2023-12-01,.1
101,춘천,2023-12-02,.11
101,춘천,2023-12-03,.12
101,춘천,2023-12-04,.12
101,춘천,2023-12-05,.12
101,춘천,2023-12-06,.15
101,춘천,2023-12-07,.15
101,춘천,2023-12-08,.15
101,춘천,2023-12-09,.06
101,춘천,2023-12-10,.04
101,춘천,2023-12-11,.02
101,춘천,2023-12-12,.02
101,춘천,2023-12-13,.03
101,춘천,2023-12-14,.1
101,춘천,2023-12-15,.22
101,춘천,2023-12-16,.23
101,춘천,2023-12-17,.24
101,춘천,2023-12-18,.26
101,춘천,2023-12-19,.27
101,춘천,2023-12-20,.28
101,춘천,2023-12-21,.22
101,춘천,2023-12-22,.23
101,춘천,2023-12-23,.25
101,춘천,2023-12-24,.27
101,춘천,2023-12-25,.31
101,춘천,2023-12-26,.16
101,춘천,2023-12-27,.13
101,춘천,2023-12-28,.14
101,춘천,2023-12-29,-.11
101,춘천,2023-12-30,-.16
101,춘천,2023-12-31,-.14
105,강릉,2015-01-01,-.268
105,강릉,2015-01-02,-.233
105,강릉,2015-01-03,-.204
105,강릉,2015-01-04,-.19
105,강릉,2015-01-05,-.259
105,강릉,2015-01-06,-.243
105,강릉,2015-01-07,-.227
105,강릉,2015-01-08,-.187
105,강릉,2015-01-09,-.177
105,강릉,2015-01-10,-.14
105,강릉,2015-01-11,-.098
105,강릉,2015-01-12,-.05
105,강릉,2015-01-13,-.025
105,강릉,2015-01-14,-.012
105,강릉,2015-01-15,.024
105,강릉,2015-01-16,.022
105,강릉,2015-01-17,.022
105,강릉,2015-01-18,.014
105,강릉,2015-01-19,-.002
105,강릉,2015-01-20,.013
105,강릉,2015-01-21,.005
105,강릉,2015-01-22,.099
105,강릉,2015-01-23,.15
105,강릉,2015-01-24,.178
105,강릉,2015-01-25,.203
105,강릉,2015-01-26,.213
105,강릉,2015-01-27,.181
105,강릉,2015-01-28,.204
105,강릉,2015-01-29,.221
105,강릉,2015-01-30,.177
105,강릉,2015-01-31,.165
105,강릉,2015-02-01,.168
105,강릉,2015-02-02,.062
105,강릉,2015-02-03,.038
105,강릉,2015-02-04,.063
105,강릉,2015-02-05,-.031
105,강릉,2015-02-06,-.28
105,강릉,2015-02-07,-.286
105,강릉,2015-02-08,-.27
105,강릉,2015-02-09,-.251
105,강릉,2015-02-10,-.232
105,강릉,2015-02-11,-.204
105,강릉,2015-02-12,-.176
105,강릉,2015-02-13,-.169
105,강릉,2015-02-14,-.381
105,강릉,2015-02-15,-.443
105,강릉,2015-02-16,-.414
105,강릉,2015-02-17,-.539
105,강릉,2015-02-18,-.521
105,강릉,2015-02-19,-.419
105,강릉,2015-02-20,-.367
105,강릉,2015-02-21,-.431
105,강릉,2015-02-22,-.655
105,강릉,2015-02-23,-.575
105,강릉,2015-02-24,-.515
105,강릉,2015-02-25,-.496
105,강릉,2015-02-26,-.464
105,강릉,2015-02-27,-.458
105,강릉,2015-02-28,-.393
105,강릉,2015-03-01,-.342
105,강릉,2015-03-02,-.818
105,강릉,2015-03-03,-.803
105,강릉,2015-03-04,-.768
105,강릉,2015-03-05,-.747
105,강릉,2015-03-06,-.726
105,강릉,2015-03-07,-.72
105,강릉,2015-03-08,-.715
105,강릉,2015-03-09,-.686
105,강릉,2015-03-10,-.658
105,강릉,2015-03-11,-.618
105,강릉,2015-03-12,-.555
105,강릉,2015-03-13,-.532
105,강릉,2015-03-14,-.532
105,강릉,2015-03-15,-.504
105,강릉,2015-03-16,-.734
105,강릉,2015-03-17,-.702
105,강릉,2015-03-18,-.562
105,강릉,2015-03-19,-.54
105,강릉,2015-03-20,-.487
105,강릉,2015-03-21,-.451
105,강릉,2015-03-22,-.44
105,강릉,2015-03-23,-.616
105,강릉,2015-03-24,-.717
105,강릉,2015-03-25,-.729
105,강릉,2015-03-26,-.749
105,강릉,2015-03-27,-.75
105,강릉,2015-03-28,-.729
105,강릉,2015-03-29,-.937
105,강릉,2015-03-30,-.917
105,강릉,2015-03-31,-.885
105,강릉,2015-04-01,-.812
105,강릉,2015-04-02,-.837
105,강릉,2015-04-03,-.738
105,강릉,2015-04-04,-.736
105,강릉,2015-04-05,-.738
105,강릉,2015-04-06,-.748
105,강릉,2015-04-07,-.666
105,강릉,2015-04-08,-.637
105,강릉,2015-04-09,-.615
105,강릉,2015-04-10,-.595
105,강릉,2015-04-11,-.841
105,강릉,2015-04-12,-.85
105,강릉,2015-04-13,-.782
105,강릉,2015-04-14,-.675
105,강릉,2015-04-15,-.676
105,강릉,2015-04-16,-.613
105,강릉,2015-04-17,-.61
105,강릉,2015-04-18,-.685
105,강릉,2015-04-19,-1.413
105,강릉,2015-04-20,-1.258
105,강릉,2015-04-21,-1.258
105,강릉,2015-04-22,-1.28
105,강릉,2015-04-23,-1.277
105,강릉,2015-04-24,-1.248
105,강릉,2015-04-25,-1.29
105,강릉,2015-04-26,-1.305
105,강릉,2015-04-27,-1.28
105,강릉,2015-04-28,-1.278
105,강릉,2015-04-29,-1.29
105,강릉,2015-04-30,-1.295
105,강릉,2015-05-01,-1.237
105,강릉,2015-05-02,-1.24
105,강릉,2015-05-03,-1.246
105,강릉,2015-05-04,-1.246
105,강릉,2015-05-05,-1.245
105,강릉,2015-05-06,-1.844
105,강릉,2015-05-07,-2.115
105,강릉,2015-05-08,-2.157
105,강릉,2015-05-09,-2.291
105,강릉,2015-05-10,-2.635
105,강릉,2015-05-11,-2.585
105,강릉,2015-05-12,-2.532
105,강릉,2015-05-13,-2.543
105,강릉,2015-05-14,-2.19
105,강릉,2015-05-15,-2.22
105,강릉,2015-05-16,-2.334
105,강릉,2015-05-17,-2.516
105,강릉,2015-05-18,-2.353
105,강릉,2015-05-19,-2.323
105,강릉,2015-05-20,-2.335
105,강릉,2015-05-21,-2.221
105,강릉,2015-05-22,-2.294
105,강릉,2015-05-23,-2.186
105,강릉,2015-05-24,-2.406
105,강릉,2015-05-25,-2.442
105,강릉,2015-05-26,-2.342
105,강릉,2015-05-27,-2.448
105,강릉,2015-05-28,-2.502
105,강릉,2015-05-29,-2.622
105,강릉,2015-05-30,-2.61
105,강릉,2015-05-31,-2.727
105,강릉,2015-06-01,-2.863
105,강릉,2015-06-02,-2.897
105,강릉,2015-06-03,-2.964
105,강릉,2015-06-04,-2.881
105,강릉,2015-06-05,-2.695
105,강릉,2015-06-06,-2.643
105,강릉,2015-06-07,-2.658
105,강릉,2015-06-08,-2.617
105,강릉,2015-06-09,-2.678
105,강릉,2015-06-10,-2.631
105,강릉,2015-06-11,-2.619
105,강릉,2015-06-12,-2.679
105,강릉,2015-06-13,-2.502
105,강릉,2015-06-14,-2.624
105,강릉,2015-06-15,-2.661
105,강릉,2015-06-16,-2.719
105,강릉,2015-06-17,-2.546
105,강릉,2015-06-18,-2.406
105,강릉,2015-06-19,-2.741
105,강릉,2015-06-20,-2.767
105,강릉,2015-06-21,-2.669
105,강릉,2015-06-22,-2.685
105,강릉,2015-06-23,-2.771
105,강릉,2015-06-24,-3.013
105,강릉,2015-06-25,-2.896
105,강릉,2015-06-26,-1.03
105,강릉,2015-06-27,-1.038
105,강릉,2015-06-28,-1.029
105,강릉,2015-06-29,-1.085
105,강릉,2015-06-30,-1.129
105,강릉,2015-07-01,-1.203
105,강릉,2015-07-02,-1.249
105,강릉,2015-07-03,-1.176
105,강릉,2015-07-04,-1.281
105,강릉,2015-07-05,-1.419
105,강릉,2015-07-06,-1.366
105,강릉,2015-07-07,-1.387
105,강릉,2015-07-08,-1.205
105,강릉,2015-07-09,-1.228
105,강릉,2015-07-10,-1.303
105,강릉,2015-07-11,-1.308
105,강릉,2015-07-12,-1.288
105,강릉,2015-07-13,-1.317
105,강릉,2015-07-14,-1.393
105,강릉,2015-07-15,-1.44
105,강릉,2015-07-16,-1.443
105,강릉,2015-07-17,-1.449
105,강릉,2015-07-18,-1.466
105,강릉,2015-07-19,-1.634
105,강릉,2015-07-20,-1.624
105,강릉,2015-07-21,-1.699
105,강릉,2015-07-22,-1.754
105,강릉,2015-07-23,-1.726
105,강릉,2015-07-24,-1.7
105,강릉,2015-07-25,-1.706
105,강릉,2015-07-26,-1.699
105,강릉,2015-07-27,-1.729
105,강릉,2015-07-28,-1.71
105,강릉,2015-07-29,-1.674
105,강릉,2015-07-30,-1.707
105,강릉,2015-07-31,-1.788
105,강릉,2015-08-01,-1.896
105,강릉,2015-08-02,-1.864
105,강릉,2015-08-03,-1.839
105,강릉,2015-08-04,-1.877
105,강릉,2015-08-05,-1.86
105,강릉,2015-08-06,-1.923
105,강릉,2015-08-07,-2.058
105,강릉,2015-08-08,-1.943
105,강릉,2015-08-09,-1.956
105,강릉,2015-08-10,-1.991
105,강릉,2015-08-11,-1.925
105,강릉,2015-08-12,-1.895
105,강릉,2015-08-13,-1.771
105,강릉,2015-08-14,-1.751
105,강릉,2015-08-15,-1.82
105,강릉,2015-08-16,-1.702
105,강릉,2015-08-17,-1.727
105,강릉,2015-08-18,-1.753
105,강릉,2015-08-19,-1.801
105,강릉,2015-08-20,-1.936
105,강릉,2015-08-21,-2.033
105,강릉,2015-08-22,-1.984
105,강릉,2015-08-23,-1.91
105,강릉,2015-08-24,-1.536
105,강릉,2015-08-25,-1.072
105,강릉,2015-08-26,-1.068
105,강릉,2015-08-27,-1.156
105,강릉,2015-08-28,-1.206
105,강릉,2015-08-29,-1.21
105,강릉,2015-08-30,-1.223
105,강릉,2015-08-31,-1.275
105,강릉,2015-09-01,-1.293
105,강릉,2015-09-02,-1.289
105,강릉,2015-09-03,-1.309
105,강릉,2015-09-04,-1.302
105,강릉,2015-09-05,-1.155
105,강릉,2015-09-06,-1.129
105,강릉,2015-09-07,-1.123
105,강릉,2015-09-08,-1.148
105,강릉,2015-09-09,-1.185
105,강릉,2015-09-10,-1.269
105,강릉,2015-09-11,-1.288
105,강릉,2015-09-12,-1.217
105,강릉,2015-09-13,-1.244
105,강릉,2015-09-14,-1.401
105,강릉,2015-09-15,-1.419
105,강릉,2015-09-16,-1.423
105,강릉,2015-09-17,-1.422
105,강릉,2015-09-18,-1.409
105,강릉,2015-09-19,-1.418
105,강릉,2015-09-20,-1.422
105,강릉,2015-09-21,-1.445
105,강릉,2015-09-22,-1.467
105,강릉,2015-09-23,-1.472
105,강릉,2015-09-24,-1.484
